Card RFID/MAC Address;Driver;Targa;Nome della Sede / Sede secondaria;Tipologia di Presa;Identificativo della Sessione;Durata della sessione;Serial number e nome della Stazione di Ricarica;Fine sessione;Inizio sessione;Energia erogata
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;90a97dab-a0ba-47f8-8f90-b7289fc9a047;0h 1m 52s;21XK11T2J03BF01380 - Juice Box 5;26/02/2026 16:00:28;26/02/2026 15:58:36;0,002
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;a53ae6de-54c9-4f9b-a72b-e43be2e228b8;14h 40m 4s;21XK11T2J03BF00797 - Juice Box 4;27/02/2026 06:33:30;26/02/2026 15:53:26;54,862
83601661;GR637XD;GR637XD;Gls Cosenza;TYPE2_C;b2ea63a2-6240-4032-bccc-a083de51cc42;14h 57m 4s;21XK11T2J03BF00819 - Juice Box 7;27/02/2026 06:46:21;26/02/2026 15:49:16;47,016
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;01bfb583-db2c-4155-97d9-7ac0e022cfc3;15h 27m 4s;21XK11T2J03BF01377 - Juice Box 6;27/02/2026 06:37:37;26/02/2026 15:10:32;34,85
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;7eaeb52c-9498-4e20-b6a7-e3f5dc2896ec;0h 0m 0s;21XK11T2J03BF00797 - Juice Box 4;26/02/2026 06:23:52;26/02/2026 06:23:52;0
85048280;GF923SW;GF923SW;Gls Cosenza;TYPE2_C;ce1b1bcf-56c0-4fa0-b994-bb2338d953e7;4h 28m 14s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;26/02/2026 09:29:07;26/02/2026 05:00:52;16,514
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;938f326d-202d-4a86-a7ec-bccac8747234;13h 14m 18s;23XK11M2J03BF00236 - Juice Box Dario;26/02/2026 08:22:05;25/02/2026 19:07:46;32,851
85048280;GF923SW;GF923SW;Gls Cosenza;TYPE2_C;8893f096-7900-42f5-a53a-71eea3fb92f8;1h 54m 14s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;25/02/2026 19:54:29;25/02/2026 18:00:15;13,142
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;4720f8ef-14d4-4418-bc6e-6fb5578e991f;12h 49m 31s;21XK11T2J03BF01381 - Juice Box 10;26/02/2026 06:25:33;25/02/2026 17:36:01;28,616
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;1028d2b0-c667-4ac8-bec3-0886f0b462ec;11h 58m 34s;21XK11T2J03BF00818 - Juice Box 2;26/02/2026 05:31:53;25/02/2026 17:33:18;21,554
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;7e9bacb3-a16c-453b-9862-971a755b93e5;12h 44m 26s;21XK11T2J03BF00793 - Juice Box 1;26/02/2026 05:32:16;25/02/2026 16:47:49;25,58
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;6c4bddee-5830-4c89-9730-cbaf187fedd8;0h 1m 35s;21XK11T2J03BF00818 - Juice Box 2;25/02/2026 16:49:15;25/02/2026 16:47:40;0
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;be7cbcff-c306-4cf4-a2bc-30b18a74a596;14h 37m 59s;21XK11T2J03BF01380 - Juice Box 5;26/02/2026 07:22:59;25/02/2026 16:44:59;40,938
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;8c65a611-034d-452f-a4b8-f875d41920fe;14h 6m 44s;21XK11T2J03BF00819 - Juice Box 7;26/02/2026 06:37:57;25/02/2026 16:31:12;45,252
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;91f81bf1-4809-4017-b558-14f7571f768f;13h 43m 36s;21XK11T2J03BF01376 - Juice Box 3;26/02/2026 06:01:41;25/02/2026 16:18:04;45,398
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;737f8934-e47d-4def-a575-119a560307a4;14h 13m 20s;21XK11T2J03BF01377 - Juice Box 6;26/02/2026 06:25:05;25/02/2026 16:11:44;49,558
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;3488854c-a58d-463f-8f89-dfa59f12a362;14h 37m 42s;21XK11T2J03BF00797 - Juice Box 4;26/02/2026 06:25:36;25/02/2026 15:47:54;53,324
83604193;GS610JM;GS610JM;Gls Cosenza;TYPE2_C;7712bdeb-31f2-4e7d-b650-ec6eb50b136a;4h 1m 51s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;25/02/2026 18:59:11;25/02/2026 14:57:20;25,314
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;a95a8c00-47bf-4726-9a0a-4ff0ad614dae;0h 40m 58s;21XK11T2J03BF00793 - Juice Box 1;25/02/2026 06:15:20;25/02/2026 05:34:22;4,708
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;78a46c18-562e-4762-b983-20231d03c79d;13h 20m 26s;23XK11M2J03BF00236 - Juice Box Dario;25/02/2026 08:15:59;24/02/2026 18:55:32;32,451
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;ebfbb25d-3eb2-44aa-8ad6-aa854c652283;12h 32m 4s;21XK11T2J03BF01381 - Juice Box 10;25/02/2026 06:26:49;24/02/2026 17:54:45;27,778
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;73e01f51-c4fb-4ff5-8141-1a80644c918c;14h 16m 59s;21XK11T2J03BF00817 - Juice Box 9;25/02/2026 07:24:03;24/02/2026 17:07:04;45,05
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;444cbfc1-b8f5-4a6c-865a-cc48675df181;0h 0m 36s;21XK11T2J03BF01381 - Juice Box 10;24/02/2026 17:06:59;24/02/2026 17:06:23;0
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;098edeb3-b3b5-4bae-b25b-77f4edc9436b;0h 0m 54s;21XK11T2J03BF01381 - Juice Box 10;24/02/2026 17:05:49;24/02/2026 17:04:55;0
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;0217e8af-29af-467d-9256-39401e055c18;13h 57m 50s;21XK11T2J03BF01379 - Juice Box 8;25/02/2026 07:01:41;24/02/2026 17:03:50;35,176
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;110689ef-7fbc-4c1b-9ebc-3136d6852dc6;0h 1m 15s;21XK11T2J03BF01379 - Juice Box 8;24/02/2026 17:03:45;24/02/2026 17:02:30;0
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;70fd05b6-68c8-4148-86d8-2fac38e2c441;0h 1m 25s;21XK11T2J03BF00817 - Juice Box 9;24/02/2026 17:03:39;24/02/2026 17:02:14;0
83601661;GR637XD;GR637XD;Gls Cosenza;TYPE2_C;3a385ab2-bd16-48b1-a40a-3d5e7a0694b4;14h 3m 14s;21XK11T2J03BF00819 - Juice Box 7;25/02/2026 06:55:13;24/02/2026 16:51:58;17,174
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;96d39fba-cda5-4400-a6f3-7252245be36c;13h 45m 17s;21XK11T2J03BF01380 - Juice Box 5;25/02/2026 06:30:13;24/02/2026 16:44:55;44,214
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;99dc2661-9c6d-454f-ae1e-7cbef2ab474c;0h 0m 7s;21XK11T2J03BF00817 - Juice Box 9;24/02/2026 16:44:31;24/02/2026 16:44:24;0
83601659;GS690EP;GS690EP;Gls Cosenza;TYPE2_C;4e2dbffb-cdd8-4431-8b3c-ae186f505895;2h 58m 58s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;24/02/2026 19:18:42;24/02/2026 16:19:44;32,308
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;1f1c20b6-de40-4fa1-8c43-f5aaf4da698c;13h 53m 34s;21XK11T2J03BF01376 - Juice Box 3;25/02/2026 05:59:34;24/02/2026 16:05:59;40,908
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;137df88c-5c37-457a-988f-271970c459f9;13h 24m 10s;21XK11T2J03BF00818 - Juice Box 2;25/02/2026 05:29:22;24/02/2026 16:05:11;18,084
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;e6725115-2711-42a9-bc73-9c17bbc9cc93;14h 39m 49s;21XK11T2J03BF00797 - Juice Box 4;25/02/2026 06:25:46;24/02/2026 15:45:57;54,89
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;e23620ae-4db5-46b3-9a19-caa90f4a200e;0h 1m 43s;21XK11T2J03BF00797 - Juice Box 4;24/02/2026 15:45:27;24/02/2026 15:43:44;0
85073112;GS827JN;GS827JN;Gls Cosenza;TYPE2_C;39db2649-02d6-48ae-af02-40da676432c8;15h 39m 14s;21XK11T2J03BF01377 - Juice Box 6;25/02/2026 06:38:45;24/02/2026 14:59:30;25,966
83604193;GS610JM;GS610JM;Gls Cosenza;TYPE2_C;6cf58d7b-c52f-41af-8db2-6afdb904a392;4h 2m 33s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;24/02/2026 18:56:53;24/02/2026 14:54:20;24,982
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;2c7e92b4-012e-4c97-8374-7aa2b2476e59;15h 12m 40s;21XK11T2J03BF00793 - Juice Box 1;25/02/2026 05:29:12;24/02/2026 14:16:32;37,924
85048280;GF923SW;GF923SW;Gls Cosenza;TYPE2_C;8c0205c9-2bc9-4490-a253-7e27875e1a16;5h 31m 10s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;24/02/2026 10:32:33;24/02/2026 05:01:23;24,548
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;217ddea7-0fcf-4e4a-b61d-56d85d4cbe32;13h 19m 0s;23XK11M2J03BF00236 - Juice Box Dario;24/02/2026 08:12:19;23/02/2026 18:53:19;42,142
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;9bfab40a-41bd-4180-8dd1-8c70310accef;12h 12m 12s;21XK11T2J03BF00817 - Juice Box 9;24/02/2026 06:12:58;23/02/2026 18:00:46;45,462
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;077033e5-6577-4a05-9947-00857dd75a61;12h 44m 20s;21XK11T2J03BF01381 - Juice Box 10;24/02/2026 06:34:23;23/02/2026 17:50:03;29,768
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;5a3b5bcd-36f9-447a-9366-bba32713ecdb;14h 19m 24s;21XK11T2J03BF00819 - Juice Box 7;24/02/2026 07:19:51;23/02/2026 17:00:26;56,83
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;fc3e6860-f049-40f3-b3cc-24e5248a8ad4;14h 20m 8s;21XK11T2J03BF01379 - Juice Box 8;24/02/2026 07:07:11;23/02/2026 16:47:02;30,342
83601661;GR637XD;GR637XD;Gls Cosenza;TYPE2_C;8ab2285b-fd7d-4883-9e77-9b5449c9c9f4;14h 8m 17s;21XK11T2J03BF01380 - Juice Box 5;24/02/2026 06:43:25;23/02/2026 16:35:07;17,342
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;d5920a33-fa2d-4be8-8b58-b2e0fd746e2e;13h 43m 52s;21XK11T2J03BF01376 - Juice Box 3;24/02/2026 06:06:12;23/02/2026 16:22:20;39,082
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;09f8a82e-0597-40fe-970f-4145807349b3;14h 28m 6s;21XK11T2J03BF00797 - Juice Box 4;24/02/2026 06:30:36;23/02/2026 16:02:30;52,214
85073096;HA748ME;HA748ME;Gls Cosenza;TYPE2_C;42817558-ad87-405e-9f51-df8e5240b84a;3h 39m 42s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;23/02/2026 19:21:01;23/02/2026 15:41:18;19,49
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;f582054e-1ea4-4789-94c9-b5734a07569e;13h 51m 28s;21XK11T2J03BF00818 - Juice Box 2;24/02/2026 05:25:28;23/02/2026 15:33:59;28,624
85073112;GS827JN;GS827JN;Gls Cosenza;TYPE2_C;991d568f-b350-4d57-ad39-8d4dd2eb875b;15h 31m 26s;21XK11T2J03BF01377 - Juice Box 6;24/02/2026 06:34:47;23/02/2026 15:03:20;32,558
83510720;GM100FB;GM100FB;Gruppo Chiappetta;CCS2;764c431a-812c-41cc-9cce-f85d66dc4e93;0h 28m 45s;22BZ3369A - OP-15599573 - Gruppo Chiappetta;23/02/2026 08:56:59;23/02/2026 08:28:13;11,254
85048280;GF923SW;GF923SW;Gls Cosenza;TYPE2_C;b4973988-347f-4d9c-950a-36d8050fd93d;2h 29m 48s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;21/02/2026 12:07:12;21/02/2026 09:37:23;17,142
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;8594ea80-fd46-4fe4-b947-f8edb342d09d;8h 21m 2s;23XK11M2J03BF00236 - Juice Box Dario;21/02/2026 03:21:16;20/02/2026 19:00:13;15,258
83601661;GR637XD;GR637XD;Gls Cosenza;TYPE2_C;9b59f402-ddee-43aa-bd63-00639f9c9d33;0h 0m 0s;21XK11T2J03BF01379 - Juice Box 8;20/02/2026 18:29:41;20/02/2026 18:29:40;0
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;f54617bc-d58e-4e7c-b9c0-750d9b4f3e87;60h 51m 28s;21XK11T2J03BF00817 - Juice Box 9;23/02/2026 06:42:27;20/02/2026 17:50:58;45,142
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;cbf7ad62-c7c9-445e-9af6-cbef75a9da68;61h 53m 44s;21XK11T2J03BF01381 - Juice Box 10;23/02/2026 07:10:33;20/02/2026 17:16:49;45,144
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;50e7a29c-9500-41f4-a09e-e58b3feecc32;61h 38m 39s;21XK11T2J03BF01380 - Juice Box 5;23/02/2026 06:09:57;20/02/2026 16:31:17;43,554
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;d8dfbcc4-b3b9-4ca5-961f-2059f8fb99ee;61h 21m 38s;21XK11T2J03BF01376 - Juice Box 3;23/02/2026 05:35:15;20/02/2026 16:13:36;19,926
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;c178b3de-4ab9-4c97-878e-bfd781bf9215;0h 1m 35s;21XK11T2J03BF01376 - Juice Box 3;20/02/2026 16:13:34;20/02/2026 16:11:58;0
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;6b92a40e-a63a-4bea-8d0c-4d1779b8cb7d;63h 22m 24s;21XK11T2J03BF00818 - Juice Box 2;23/02/2026 07:10:26;20/02/2026 15:48:02;26,886
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;a7a082a8-62c5-4c01-8d59-47ca018a3e6f;0h 1m 35s;21XK11T2J03BF00819 - Juice Box 7;20/02/2026 15:45:51;20/02/2026 15:44:16;0
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;21f75a6b-e1ef-46f9-b5f8-fa60da5a00a4;2h 45m 16s;21XK11T2J03BF01379 - Juice Box 8;20/02/2026 18:29:29;20/02/2026 15:44:12;29
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;4fa0b67a-b2ed-44c7-b6a4-dcba43b6ea7d;0h 0m 4s;21XK11T2J03BF00819 - Juice Box 7;20/02/2026 15:43:39;20/02/2026 15:43:38;0
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;6c4c703d-eb2d-4703-aaa7-1ebb374ff92e;0h 0m 43s;21XK11T2J03BF00819 - Juice Box 7;20/02/2026 15:42:43;20/02/2026 15:42:08;0
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;c95946af-b6d3-4614-aeb4-714e3eb9072b;63h 34m 16s;21XK11T2J03BF00797 - Juice Box 4;23/02/2026 06:55:14;20/02/2026 15:20:58;54,612
85073112;GS827JN;GS827JN;Gls Cosenza;TYPE2_C;0b2edf5f-dfa9-4971-ac38-67b18db5ad59;63h 26m 59s;21XK11T2J03BF01377 - Juice Box 6;23/02/2026 06:44:57;20/02/2026 15:17:57;41,292
85073096;HA748ME;HA748ME;Gls Cosenza;TYPE2_C;7dcf84e3-885c-4a8f-a3b7-c92424544729;5h 21m 29s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;20/02/2026 20:37:47;20/02/2026 15:16:17;15,326
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;28e82968-d38b-4efe-bdfd-9ce4d3f98896;64h 11m 48s;21XK11T2J03BF00793 - Juice Box 1;23/02/2026 05:35:26;20/02/2026 13:23:38;42,098
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;8db158b2-bb09-49da-957a-e0f7249e57bf;11h 40m 35s;21XK11T2J03BF00817 - Juice Box 9;20/02/2026 06:44:28;19/02/2026 19:03:52;31,622
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;f4a0f4fe-e941-4c5e-aff3-27e4c6f1bc7b;12h 18m 14s;21XK11T2J03BF01381 - Juice Box 10;20/02/2026 07:21:42;19/02/2026 19:03:27;44,088
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;50a312b3-62dc-4468-be18-08ad4136d371;13h 40m 48s;23XK11M2J03BF00236 - Juice Box Dario;20/02/2026 08:31:24;19/02/2026 18:50:35;32,695
85048280;GF923SW;GF923SW;Gls Cosenza;TYPE2_C;4ef8535b-cf73-4386-b660-545afd800e17;1h 33m 18s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;19/02/2026 19:38:44;19/02/2026 18:05:26;10,712
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;8e275faf-a20b-4c77-91a5-4c1ca5317c20;11h 32m 14s;21XK11T2J03BF00818 - Juice Box 2;20/02/2026 05:20:50;19/02/2026 17:48:35;25,048
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;933a6d87-33b3-4ddd-8945-bd88b8d896f2;14h 7m 32s;21XK11T2J03BF01379 - Juice Box 8;20/02/2026 07:31:25;19/02/2026 17:23:52;64,23
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;48de297b-8f18-418b-9842-fd42a75862cc;14h 33m 5s;21XK11T2J03BF01380 - Juice Box 5;20/02/2026 07:27:11;19/02/2026 16:54:05;50,97
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;2461ea21-ff22-4ccc-a3be-9d06fcfeb3cd;0h 0m 44s;21XK11T2J03BF00819 - Juice Box 7;19/02/2026 16:53:37;19/02/2026 16:52:52;0
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;4c0980c0-269b-4e4d-91dc-5ae107232f35;0h 0m 31s;21XK11T2J03BF01380 - Juice Box 5;19/02/2026 16:52:45;19/02/2026 16:52:13;0
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;0eb3e15f-36ed-4d63-8aac-4f6d44f3d4e7;0h 1m 39s;21XK11T2J03BF01380 - Juice Box 5;19/02/2026 16:51:59;19/02/2026 16:50:19;0
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;67432792-52f8-4cd2-8775-03a303b09da5;13h 36m 19s;21XK11T2J03BF01376 - Juice Box 3;20/02/2026 06:02:23;19/02/2026 16:26:04;48,1
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;f3fb02ad-9fee-49fa-b9f2-c61074b191d7;14h 37m 22s;21XK11T2J03BF00797 - Juice Box 4;20/02/2026 06:51:10;19/02/2026 16:13:48;53,55
85073112;GS827JN;GS827JN;Gls Cosenza;TYPE2_C;46f95461-152b-49b3-b8d0-042f8054f297;15h 28m 22s;21XK11T2J03BF01377 - Juice Box 6;20/02/2026 06:42:14;19/02/2026 15:13:51;30,52
83604193;GS610JM;GS610JM;Gls Cosenza;TYPE2_C;549544e1-a945-41da-9d0b-7c56f1ef0c80;3h 48m 44s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;19/02/2026 18:43:52;19/02/2026 14:55:07;27,586
