Card RFID/MAC Address;Driver;Targa;Nome della Sede / Sede secondaria;Tipologia di Presa;Identificativo della Sessione;Durata della sessione;Serial number e nome della Stazione di Ricarica;Fine sessione;Inizio sessione;Energia erogata
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;a3d5099b-39a1-455b-8e27-45faf2afb77d;14h 29m 17s;21XK11T2J03BF00797 - Juice Box 4;28/01/2026 06:20:15;27/01/2026 15:50:58;55,408
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;8e6d09c9-c102-4674-bff7-664eab5559a0;14h 31m 7s;21XK11T2J03BF00817 - Juice Box 9;28/01/2026 05:30:54;27/01/2026 14:59:47;21,066
83604193;GS610JM;GS610JM;Gls Cosenza;TYPE2_C;128ef95c-5cfc-44a1-8eb6-32f4a768d39a;4h 0m 56s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;27/01/2026 18:59:07;27/01/2026 14:58:10;22,466
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;a1c5f83c-ff3b-477a-a958-bd1ae92c90ce;0h 0m 38s;21XK11T2J03BF00818 - Juice Box 2;27/01/2026 14:58:10;27/01/2026 14:57:32;0
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;edf2c300-cb7e-4811-bf4b-11fa5e23dc6b;0h 1m 35s;21XK11T2J03BF00818 - Juice Box 2;27/01/2026 14:57:26;27/01/2026 14:55:51;0
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;921f175c-1322-4ca6-8166-8c37421e0705;6h 15m 48s;21XK11T2J03BF00793 - Juice Box 1;27/01/2026 19:13:27;27/01/2026 12:57:39;27,36
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;4b73b3a2-0b8d-4467-ac5b-36ab836b5f4c;0h 0m 4s;21XK11T2J03BF01379 - Juice Box 8;27/01/2026 07:23:57;27/01/2026 07:23:52;0
85073115;GS691VF2;GS691VF2;Gruppo Chiappetta;CCS2;ecc90c4e-85e1-43c7-9218-1d3145597cd7;0h 32m 50s;22BZ3369A - OP-15599573 - Gruppo Chiappetta;27/01/2026 07:48:38;27/01/2026 07:15:48;18,314
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;69dc7a51-640c-4ed0-942d-8c137e147b9a;0h 0m 4s;21XK11T2J03BF01376 - Juice Box 3;27/01/2026 06:09:18;27/01/2026 06:09:13;0
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;c5baff17-8184-4a30-91ca-1e66867bd379;11h 34m 35s;21XK11T2J03BF00817 - Juice Box 9;27/01/2026 06:33:28;26/01/2026 18:58:53;38,38
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;6830ecd8-e7a7-4bec-baee-066c78289bb0;13h 1m 18s;21XK11T2J03BF00819 - Juice Box 7;27/01/2026 06:21:09;26/01/2026 17:19:50;49,332
83604193;GS610JM;GS610JM;Gls Cosenza;TYPE2_C;565773c3-d982-4219-a4cf-d9d3c5781a1d;1h 50m 0s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;26/01/2026 19:00:30;26/01/2026 17:10:30;19,832
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;87488be0-a7c7-4894-a6dd-20b946b86d58;14h 29m 1s;21XK11T2J03BF01379 - Juice Box 8;27/01/2026 07:25:37;26/01/2026 16:56:36;34,942
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;a6ace563-559d-4a88-a497-c98e6926c086;13h 25m 12s;21XK11T2J03BF00818 - Juice Box 2;27/01/2026 06:12:56;26/01/2026 16:47:43;46,094
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;e00263a1-40dc-4f16-9a6d-6a99eaa04e8c;14h 44m 46s;21XK11T2J03BF01377 - Juice Box 6;27/01/2026 07:25:32;26/01/2026 16:40:45;54,992
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;874d715b-9e9d-4c65-8dcd-f2dbfe6849a2;0h 1m 28s;21XK11T2J03BF00797 - Juice Box 4;26/01/2026 16:01:41;26/01/2026 16:00:13;0,086
-;-;-;Gls Cosenza;TYPE2_C;cd05ba3a-7b23-43b9-b9a5-49e805255c05;0h 0m 1s;21XK11T2J03BF00797 - Juice Box 4;26/01/2026 15:31:36;26/01/2026 15:31:35;
-;-;-;Gls Cosenza;TYPE2_C;ed701be8-7ed4-476c-ae3f-b74534af6162;86h 28m 32s;21XK11T2J03BF00797 - Juice Box 4;26/01/2026 15:31:34;26/01/2026 15:31:34;0
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;33cea5cf-af08-45ac-8ddb-575213d6fefe;14h 37m 49s;21XK11T2J03BF01376 - Juice Box 3;27/01/2026 06:09:18;26/01/2026 15:31:28;53,916
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;2f72a81a-f3b8-4373-8e5c-b08f1970565a;15h 20m 31s;21XK11T2J03BF01380 - Juice Box 5;27/01/2026 06:51:03;26/01/2026 15:30:32;31,756
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;e3438597-48a4-48ac-bf4e-737cd6978356;0h 1m 49s;21XK11T2J03BF00797 - Juice Box 4;26/01/2026 15:31:33;26/01/2026 15:29:44;0
85073096;HA748ME;HA748ME;Gls Cosenza;TYPE2_C;c9162161-266d-4941-bd76-e4d42588845e;7h 36m 40s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;26/01/2026 20:44:52;26/01/2026 13:08:12;21,3
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;01c952f8-d418-449a-9fd9-4e08147f0078;16h 44m 36s;21XK11T2J03BF00793 - Juice Box 1;27/01/2026 05:43:15;26/01/2026 12:58:38;24,123
85048280;GF923SW;GF923SW;Gls Cosenza;TYPE2_C;dbb48114-d829-4907-af8d-2c9bf255d6b2;3h 36m 9s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;26/01/2026 09:11:27;26/01/2026 05:35:17;12,674
83604193;GS610JM;GS610JM;Gls Cosenza;TYPE2_C;8ebcad3c-cf3d-402b-bb2d-6e55a4ddde20;15h 51m 38s;23XK11M2J03BF00236 - Juice Box Dario;26/01/2026 08:22:46;25/01/2026 16:31:07;32,746
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;956040f6-44e3-41b4-9414-b490f415c71f;60h 16m 18s;21XK11T2J03BF01381 - Juice Box 10;26/01/2026 06:35:46;23/01/2026 18:19:27;41,85
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;228daf29-42a2-4891-adda-cb49c4289cf8;61h 5m 39s;21XK11T2J03BF00817 - Juice Box 9;26/01/2026 06:20:32;23/01/2026 17:14:53;44,486
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;f869d68c-61c8-44a6-b343-bd4447e5923e;63h 4m 32s;21XK11T2J03BF01379 - Juice Box 8;26/01/2026 08:05:45;23/01/2026 17:01:12;44,958
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;57b58a00-9dce-4056-89e2-5f25dcffef56;62h 25m 49s;21XK11T2J03BF00819 - Juice Box 7;26/01/2026 07:25:55;23/01/2026 17:00:05;49,05
83601661;GR637XD;GR637XD;Gls Cosenza;TYPE2_C;f767370d-c66d-45ac-86bb-7e68a180d839;61h 32m 42s;21XK11T2J03BF01377 - Juice Box 6;26/01/2026 05:54:16;23/01/2026 16:21:33;45,736
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;84484c9d-7eea-41d0-a630-349ae285ffac;62h 11m 42s;21XK11T2J03BF01376 - Juice Box 3;26/01/2026 06:17:23;23/01/2026 16:05:41;43,514
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;98232fc5-f7fd-41b6-b991-cb2f76cec2df;61h 45m 40s;21XK11T2J03BF00818 - Juice Box 2;26/01/2026 05:36:20;23/01/2026 15:50:40;25,072
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;3a498265-5e19-4fcb-9389-0b3c5cc0fa7a;63h 17m 9s;21XK11T2J03BF01380 - Juice Box 5;26/01/2026 06:53:19;23/01/2026 15:36:10;33,716
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;9382ee6e-04ed-4df8-a914-953c35a07719;62h 55m 46s;21XK11T2J03BF00797 - Juice Box 4;26/01/2026 06:12:01;23/01/2026 15:16:14;56,106
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;9c118fd3-fa73-4640-8ec6-200cb47ed549;63h 25m 56s;21XK11T2J03BF00793 - Juice Box 1;26/01/2026 05:36:09;23/01/2026 14:10:12;29,318
85048281;GY024FX;GY024FX;Gls Cosenza;TYPE2_C;85b0a1f0-8ebd-433c-8466-7e3ad9f7f02f;2h 54m 9s;21XK11T2J03BF01380 - Juice Box 5;23/01/2026 12:56:19;23/01/2026 10:02:10;26,736
83601659;GS690EP;GS690EP;Gls Cosenza;TYPE2_C;cefbab4b-4248-4edc-940a-4eee0882d3b2;4h 28m 57s;21XK11T2J03BF00817 - Juice Box 9;23/01/2026 13:03:04;23/01/2026 08:34:07;23,746
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;fe132757-cbcd-4ef0-bd7e-d695efbe9ef6;0h 0m 16s;21XK11T2J03BF01379 - Juice Box 8;23/01/2026 07:03:55;23/01/2026 07:03:38;0
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;6c31e268-14c2-4532-8d83-fbc2fd7f2267;12h 31m 40s;23XK11M2J03BF00236 - Juice Box Dario;23/01/2026 07:33:04;22/01/2026 19:01:23;37,114
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;f11abc09-925d-4fb2-8ae0-9415d2dc63a9;12h 17m 55s;21XK11T2J03BF00818 - Juice Box 2;23/01/2026 06:31:52;22/01/2026 18:13:56;36,136
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;ca830f65-0a48-425e-88db-64aaceacb231;12h 14m 0s;21XK11T2J03BF00819 - Juice Box 7;23/01/2026 06:16:41;22/01/2026 18:02:40;27,992
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;8fd04e7e-3904-449c-9e1f-743c983bf58a;12h 14m 59s;21XK11T2J03BF00819 - Juice Box 7;23/01/2026 06:16:28;22/01/2026 18:01:28;0
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;593e6348-8609-4da2-954d-387432ab1a2a;0h 0m 1s;21XK11T2J03BF00819 - Juice Box 7;22/01/2026 18:00:57;22/01/2026 18:00:56;0
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;960880ef-0dae-4d97-a31d-a2eebc76ef3a;13h 3m 47s;21XK11T2J03BF01379 - Juice Box 8;23/01/2026 07:03:45;22/01/2026 17:59:58;52,868
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;cc4f75fc-fa09-4ea5-8400-04000f30166b;14h 37m 34s;21XK11T2J03BF01377 - Juice Box 6;23/01/2026 07:25:36;22/01/2026 16:48:02;56,434
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;8a8955e5-5024-4cb4-9d03-e607f9b5e0a4;0h 0m 33s;21XK11T2J03BF00819 - Juice Box 7;22/01/2026 16:24:29;22/01/2026 16:24:01;0
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;cfd68147-800c-4547-bb40-bbc42fa18701;13h 45m 51s;21XK11T2J03BF01376 - Juice Box 3;23/01/2026 06:02:17;22/01/2026 16:16:26;41,168
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;d2b2fc65-d381-42f3-8202-a67e8ef78a3d;14h 36m 13s;21XK11T2J03BF01380 - Juice Box 5;23/01/2026 06:41:37;22/01/2026 16:05:24;36,104
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;e88d0188-02fb-4519-a0da-ded77869626f;14h 29m 18s;21XK11T2J03BF00797 - Juice Box 4;23/01/2026 06:12:23;22/01/2026 15:43:04;54,088
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;5bf1b59a-b700-41dc-ada9-b05cdc5f8e73;14h 0m 28s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;23/01/2026 05:37:34;22/01/2026 15:37:05;23,426
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;ae6afe66-9ba9-437b-b870-9a2b17c7f07a;0h 1m 35s;21XK11T2J03BF01381 - Juice Box 10;22/01/2026 15:36:14;22/01/2026 15:34:39;0
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;aa59fb07-ef28-4f34-83c9-d6191858e879;0h 0m 58s;21XK11T2J03BF00797 - Juice Box 4;22/01/2026 15:33:23;22/01/2026 15:32:24;0
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;4fb787cb-ff76-4eb2-a355-05150fa3c7b9;0h 1m 36s;21XK11T2J03BF01376 - Juice Box 3;22/01/2026 15:32:52;22/01/2026 15:31:16;0
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;d5dd20e1-17ac-41fd-92fc-1428ee65c46d;0h 0m 49s;21XK11T2J03BF00818 - Juice Box 2;22/01/2026 15:29:32;22/01/2026 15:28:43;0
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;51ef6340-c268-4c4d-94b1-51e45bae8f39;0h 1m 36s;21XK11T2J03BF00818 - Juice Box 2;22/01/2026 15:28:37;22/01/2026 15:27:02;0
83604193;GS610JM;GS610JM;Gls Cosenza;TYPE2_C;a8473005-41b2-47cc-b03d-7a7eb20cf2c9;4h 2m 29s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;22/01/2026 19:01:38;22/01/2026 14:59:09;29,478
